Node,WiD1,WiD2,WiD3
218,35,1266,47994
219,29,1166,43533
220,38,1262,45973
221,26,1016,37002
222,43,1405,50511
223,28,1199,45992
224,41,1170,46270
225,36,1422,53970
226,20,1050,39297
227,38,1233,46646
228,28,1244,47671
229,18,1043,40255
230,29,997,37678
231,22,1141,42871
232,30,1334,50175
233,38,1523,60984
234,22,1058,40172
235,18,861,32025
236,27,1193,45414
237,21,1085,41432
238,28,827,31365
239,28,941,36011
240,34,994,37771
241,33,1154,42071
242,24,997,36075
243,24,1133,42645
244,39,1361,53076
245,42,1218,46187
246,22,1239,47646
247,26,1031,37973
248,23,1142,42032
249,30,1363,51546
250,21,1153,43570
251,39,1293,48203
252,15,942,36426
253,26,1069,41798
254,31,1110,41264
255,39,1251,49678
256,16,874,33294
257,25,1042,38286
258,25,1107,40564
259,32,1028,38114
260,32,1021,36673
261,40,1459,57542
262,16,773,29832
263,21,960,37165
264,26,840,33450
265,50,1531,59437
266,30,1087,40264
267,33,1439,54952
268,30,1018,37619
269,23,900,35104
270,25,1180,45127
271,29,1141,41480
272,19,838,32134
273,21,765,28446
274,32,1083,40064
275,21,1066,40534
276,29,1028,38018
277,23,1293,50467
278,22,734,26172
279,33,1435,53037
280,43,1151,44207
281,34,1051,41611
282,23,1576,59536
283,29,1150,43605
284,23,858,31644
285,26,1284,47070
286,46,1083,42313
287,20,857,33168
288,33,1168,42738
289,22,827,30320
290,20,1105,43085
291,20,921,35019
292,21,1396,52065
293,23,1142,43824
294,30,975,37879
295,20,826,30906
296,23,842,29685
297,32,982,39074
298,22,1029,38711
299,27,1142,43490
300,20,844,33929
301,27,925,35168
302,26,1222,43993
303,34,1431,55147
304,34,1312,49335
305,28,1002,38972
306,23,779,30623
307,16,902,32949
308,33,1208,45760
309,32,1312,50825
310,29,1206,46724
311,15,783,28725
312,35,1130,44140
313,24,1126,41146
314,25,1074,40775
315,30,1064,38209
316,24,1272,47474
317,28,1222,45491
318,26,957,36512
319,26,819,30987
320,33,1038,40083
321,24,1088,42498
322,16,865,32799
323,29,1193,43378
324,28,1165,43622
325,28,896,35587
326,30,1196,45489
327,33,1152,44260
328,26,1233,45644
329,29,838,31897
330,23,757,29961
331,25,846,30628
332,23,1005,36433
333,27,1013,38050
334,31,1336,50568
335,18,910,36253
336,33,857,32917
337,35,1184,45186
338,38,1435,53910
339,30,1034,39615
340,35,1275,49379
341,18,839,31518
342,20,702,27891
343,31,1076,40833
344,26,965,36513
345,23,888,33934
346,36,984,36749
347,21,730,28940
348,17,895,34024
349,42,1123,42318
350,25,811,29945
351,23,677,26044
352,25,778,28454
353,22,1206,45838
354,16,667,27289
355,22,1095,41205
356,31,1036,40111
357,27,1029,40470
358,31,794,30173
359,24,787,30828
360,22,751,29641
361,25,803,31448
362,28,918,34459
363,29,1115,42704
364,18,925,35714
365,20,734,28692
366,18,677,24238
367,40,1263,49207
368,19,1161,43675
369,31,675,24717
370,16,860,30567
371,21,1197,44522
372,17,782,30349
373,24,964,35948
374,22,972,36504
375,29,929,35764
376,22,1081,39493
377,23,794,29464
378,30,1029,38654
379,19,626,24576
380,18,826,29348
381,27,882,33969
382,20,1006,37764
383,27,952,36265
384,32,1074,42119
385,25,885,33877
386,21,880,33511
387,21,701,26749
388,17,768,29820
389,22,1055,38424
390,31,1046,40848
391,15,676,25758
392,22,1109,40201
393,15,543,21085
394,24,875,31813
395,23,911,36519
396,22,896,34233
397,17,678,24593
398,29,927,33955
399,29,1105,42220
400,23,766,28402
401,14,730,26634
402,28,1161,42574
403,26,775,30591
404,22,1017,38193
405,24,820,31369
406,16,780,29270
407,32,1005,36767
408,24,893,34033
409,23,902,35357
410,20,972,38266
411,16,1038,39003
412,31,1082,40850
413,35,1236,47340
414,31,843,30929
415,22,815,30150
416,20,872,34231
417,28,1028,36943
418,20,1294,49531
419,20,1268,49081
420,20,1010,37882
421,23,975,38355
422,19,694,26422
423,21,670,25590
424,24,880,33118
425,14,789,29210
426,17,647,25124
427,27,1181,44562
428,25,678,25985
429,22,798,30042
430,19,802,30234
431,18,752,30007
432,15,916,34046
433,19,976,36762
434,16,618,23558
435,22,900,33313
436,22,780,29421
437,24,984,36692
438,19,840,31916
439,24,995,36631
440,17,624,22706
441,20,917,33968
442,26,641,24630
443,16,578,21441
444,18,877,32722
445,27,874,33920
446,25,1070,43101
447,33,1205,47006
448,27,732,29552
449,18,723,27709
450,28,908,34300
451,18,818,31479
452,27,1105,43354
453,25,812,28866
454,18,825,32308
455,21,492,19864
456,15,658,22696
457,22,611,21910
458,20,803,30141
459,18,786,29468
460,22,770,29166
461,19,1032,39999
462,14,936,34148
463,21,703,23771
464,16,453,16874
465,20,666,24530
466,16,558,20132
467,24,900,34573
468,15,892,36153
469,19,587,22540
470,24,663,26385
471,18,883,31911
472,28,727,27068
473,22,723,28156
474,19,1162,43086
475,13,680,26296
476,19,779,28622
477,22,833,34189
478,24,966,35765
479,19,731,26630
480,20,864,33831
481,24,866,32236
482,24,570,19951
483,19,876,32010
484,20,849,32306
485,19,953,35236
486,25,874,34674
487,20,670,26194
488,22,1070,41462
489,16,574,21982
490,16,994,37779
491,16,853,33464
492,16,791,29329
493,18,575,20676
494,26,1073,41350
495,15,528,19853
496,26,710,26394
497,15,674,25553
498,32,1136,43022
499,13,865,32139
500,15,699,26600
501,17,722,27511
502,13,671,24549
503,23,661,24803
504,16,925,35726
505,14,452,16617
506,17,591,22194
507,29,734,30194
508,18,727,26335
509,18,745,27723
510,20,961,35761
511,15,436,16819
512,19,731,26963
513,27,753,28022
514,14,508,19137
515,21,734,28833
516,21,637,23207
517,25,1031,38853
518,17,656,24444
519,19,638,24332
520,13,853,31490
521,14,564,19534
522,30,906,33833
523,21,607,21486
524,19,532,18855
525,20,612,24619
526,22,827,29819
527,19,1072,41553
528,14,873,33751
529,23,640,24168
530,16,859,34213
531,17,1033,39106
532,19,759,27299
533,27,961,37945
534,20,887,32464
535,18,836,31105
536,18,549,21020
537,14,777,29352
538,21,1067,41571
539,21,551,19998
540,17,828,32438
541,23,591,22173
542,20,551,22159
543,20,734,28347
544,18,936,35613
545,21,722,26168
546,21,798,29560
547,16,808,29937
548,32,775,30574
549,21,621,24692
550,13,728,26939
551,18,516,20465
552,14,578,21955
553,20,757,29367
554,19,1064,38917
555,19,967,37158
556,20,511,19092
557,16,783,27760
558,18,507,18499
559,18,917,34584
560,13,539,21353
561,16,816,31750
562,22,695,26197
563,17,619,23245
564,22,920,33375
565,22,854,32190
566,19,656,23758
567,22,551,20133
568,16,812,30944
569,22,833,32538
570,16,1192,46046
571,18,710,25275
572,23,848,32826
573,24,615,22423
574,18,629,23714
575,21,654,24488
576,21,686,25474
577,16,597,24695
578,13,426,16840
579,17,635,24401
580,20,758,28489
581,15,515,19073
582,17,963,35999
583,24,566,19578
584,13,642,23621
585,23,657,25093
586,17,634,24398
587,18,596,22874
588,22,690,25218
589,24,828,31224
590,19,737,25902
591,18,591,21868
592,15,607,23116
593,18,833,31237
594,21,835,31859
595,14,850,32026
596,19,909,33971
597,11,706,26914
598,20,720,27134
599,11,504,18920
600,16,953,35664
601,22,869,32258
602,18,673,26082
603,21,781,29014
604,19,589,21195
605,17,965,36480
606,14,770,28891
607,24,822,31803
608,22,869,33200
609,17,795,30850
610,14,562,20547
611,17,682,25852
612,18,735,29042
613,15,513,18629
614,19,807,30076
615,28,847,31684
616,15,568,22180
617,20,653,26204
618,24,928,35844
619,16,857,34146
620,23,964,37832
621,15,607,23011
622,17,585,22372
623,15,683,24845
624,17,601,21478
625,16,726,26955
626,15,496,18942
627,19,651,23987
628,20,791,30011
629,14,754,28856
630,13,787,29002
631,12,775,29564
632,16,424,14208
633,15,730,26194
634,16,785,30328
635,16,810,29690
636,19,881,34052
637,12,592,22840
638,13,480,18129
639,18,601,22815
640,13,765,28951
641,21,813,30445
642,17,731,27530
643,15,810,30111
644,15,593,21326
645,25,968,37196
646,13,830,30487
647,13,719,27945
648,16,518,19046
649,14,663,25278
650,26,932,35216
651,23,505,17890
652,20,780,28012
653,10,478,18904
654,15,531,19585
655,16,565,20187
656,25,847,31696
657,18,611,23471
658,14,393,14678
659,16,902,34899
660,18,660,24224
661,17,611,24015
662,15,714,27979
663,19,652,24009
664,12,343,12562
665,17,645,24196
666,12,521,19672
667,16,620,24612
668,19,797,31079
669,21,929,32713
670,19,764,27367
671,22,773,29825
672,13,648,24779
673,17,752,29654
674,18,437,15674
675,22,641,23869
676,16,799,30150
677,15,491,17934
678,16,759,28502
679,19,557,20289
680,24,602,23766
681,21,575,22275
682,20,619,23165
683,17,662,23776
684,16,733,27577
685,17,758,27944
686,18,747,26510
687,13,763,28931
688,18,631,22835
689,16,759,28132
690,22,653,25404
691,20,599,22074
692,16,844,32309
693,16,666,23845
694,16,811,29031
695,19,915,37205
696,16,742,29419
697,15,711,26347
698,23,967,36010
699,21,741,27441
700,15,564,22161
701,18,877,33602
702,15,581,21451
703,27,762,27818
704,16,667,28166
705,25,733,27811
706,16,451,17081
707,18,519,18300
708,12,777,28310
709,18,592,23385
710,15,508,19323
711,12,662,25693
712,19,966,37559
713,17,599,22621
714,16,718,26953
715,16,513,19624
716,13,706,26180
717,25,1109,42177
718,22,609,23359
719,17,555,22731
720,17,513,19503
721,22,1022,38849
722,23,674,25249
723,16,669,26011
724,15,579,20675
725,20,613,22487
726,20,720,26334
727,19,951,35672
728,15,644,24692
729,13,498,18800
730,13,435,16830
731,19,674,24372
732,19,893,31832
733,12,391,15580
734,19,721,28020
735,13,753,30025
736,13,800,29452
737,20,847,33315
738,16,481,18612
739,17,597,23028
740,18,772,30244
741,19,592,20183
742,17,916,34206
743,15,616,23529
744,29,969,38822
745,17,571,20174
746,21,764,29135
747,17,662,24599
748,16,573,21575
749,19,687,25570
750,20,787,31532
751,16,894,34512
752,14,736,28115
753,15,731,26523
754,13,646,24789
755,16,459,18674
756,14,503,18952
757,21,826,31082
758,14,827,31130
759,16,433,17016
760,17,552,20298
761,18,694,26104
762,12,728,27035
763,12,665,26305
764,20,517,18589
765,11,444,16430
766,22,727,25663
767,17,743,26573
768,18,848,33834
769,13,576,21309
770,22,685,24798
771,10,463,17568
772,17,717,26925
773,16,619,24124
774,18,738,27919
775,12,684,24874
776,15,594,21500
777,19,980,35775
778,20,856,33372
779,12,501,20010
780,16,685,26078
781,12,799,29743
782,11,569,20895
783,16,724,27124
784,14,364,13617
785,11,448,16570
786,13,504,20069
787,18,656,25124
788,18,542,21160
789,16,550,19945
790,15,623,22979
791,13,578,21869
792,20,566,20858
793,16,703,26987
794,19,839,29423
795,22,992,36767
796,17,646,24648
797,13,651,24860
798,13,440,15913
799,12,380,13821
800,18,711,27614
801,16,776,29896
802,14,681,24496
803,18,640,22777
804,17,847,30953
805,15,398,15885
806,15,940,34365
807,16,594,22190
808,16,628,24674
809,13,600,22433
810,12,478,17039
811,13,631,23276
812,19,637,24107
813,15,591,21689
814,16,625,22959
815,19,533,18891
816,13,611,23854
817,19,907,33716
818,16,482,18107
819,19,758,29767
820,20,802,29516
821,16,580,21955
822,20,785,28336
823,11,504,19160
824,13,737,28248
825,11,510,19618
826,14,407,15326
827,13,752,29120
828,18,576,19904
829,18,592,22334
830,16,543,21980
831,18,470,17978
832,15,738,27567
833,12,504,19631
834,19,643,24345
835,18,853,32802
836,11,645,25457
837,14,546,20266
838,18,556,20851
839,21,679,26414
840,18,514,19575
841,13,578,22319
842,17,753,28936
843,15,588,22392
844,14,566,21585
845,17,402,15399
846,14,517,19113
847,15,744,27915
848,13,620,24065
849,16,499,19756
850,13,481,17503
851,17,520,19291
852,13,642,24092
853,19,548,18642
854,14,310,11590
855,16,550,22277
856,15,577,22352
857,18,713,26864
858,20,430,17020
859,15,570,22330
860,16,346,12819
861,16,662,26073
862,13,573,21602
863,19,765,31231
864,16,542,20815
865,18,855,32814
866,13,570,21942
867,15,582,21109
868,16,570,19691
869,12,630,23164
870,11,441,17024
871,14,648,24216
872,13,501,19102
873,15,944,36984
874,15,670,23967
875,13,530,19651
876,15,358,13612
877,15,704,26983
878,19,639,25166
879,10,292,10951
880,22,563,21292
881,18,864,31185
882,21,719,27549
883,18,544,21003
884,16,694,26653
885,17,873,33611
886,15,615,22962
887,17,489,17430
888,17,600,22097
889,18,531,21054
890,13,556,19977
891,14,824,31175
892,12,496,19556
893,17,552,20143
894,17,447,17907
895,21,1027,37022
896,17,471,18549
897,21,600,23576
898,17,771,27891
899,14,536,19584
900,17,1110,42504
901,18,640,25199
902,12,603,24021
903,12,681,24401
904,15,785,29527
905,13,537,20405
906,16,623,23193
907,16,712,26694
908,14,602,20414
909,13,432,16643
910,14,505,19212
911,14,758,28609
912,16,428,15704
913,14,457,16186
914,14,702,25089
915,18,545,20896
916,14,522,20495
917,15,634,24926
918,14,726,27248
919,15,728,25880
920,17,734,26597
921,12,601,22592
922,15,694,27092
923,17,488,17212
924,17,627,24896
925,17,657,26233
926,15,487,18644
927,19,688,26204
928,13,724,27783
929,14,599,23550
930,14,451,16729
931,14,752,27479
932,16,544,20911
933,15,356,14529
934,15,462,16774
935,12,396,14320
936,11,690,25868
937,16,488,17898
938,17,660,26515
939,12,735,28424
940,20,680,25971
941,18,578,20852
942,18,520,20183
943,14,837,32785
944,13,284,10479
945,15,544,20385
946,14,436,17239
947,13,832,32145
948,12,301,11842
949,15,662,24373
950,15,763,29856
951,20,738,27333
952,12,624,23591
953,11,628,21822
954,16,732,29148
955,12,555,22097
956,17,611,23174
957,19,623,24518
958,11,458,18102
959,13,800,29690
960,12,489,19584
961,16,911,34847
962,16,721,28358
963,16,596,22323
964,14,523,20102
965,14,477,17695
966,14,690,26210
967,13,459,17427
968,14,497,17911
969,15,622,24061
970,15,652,25326
971,15,498,18743
972,11,506,20796
973,14,361,14352
974,16,759,29852
975,14,596,22570
976,11,667,26185
977,16,842,30402
978,11,474,16310
979,17,724,27855
980,12,646,23495
981,16,479,17913
982,12,582,21772
983,11,406,14324
984,20,675,25294
985,17,718,26631
986,13,476,18262
987,15,535,19722
988,11,535,19933
989,12,596,21482
990,20,826,29661
991,12,355,12085
992,14,607,23131
993,15,650,24425
994,12,592,23624
995,11,625,24364
996,19,619,23341
997,11,288,10640
998,10,498,18972
999,15,650,25642
1000,12,683,24825
1001,14,521,20207
1002,13,870,32453
1003,15,669,25012
1004,14,810,31194
1005,14,430,15895
1006,11,509,18490
1007,17,630,23155
1008,12,309,10839
1009,11,508,18893
1010,13,488,17470
1011,20,414,13413
1012,15,505,19081
1013,12,370,12704
1014,14,773,30689
1015,14,903,34539
1016,10,386,14979
1017,12,668,24611
1018,14,597,21618
1019,10,520,19250
1020,14,402,14816
1021,12,531,19158
1022,11,554,21394
1023,15,529,19666
1024,14,431,16621
1025,14,529,19695
1026,14,438,16580
1027,17,493,18054
1028,14,568,23288
1029,13,475,18732
1030,13,403,14588
1031,21,532,20079
1032,12,331,12259
1033,12,424,17594
1034,15,673,25820
1035,15,787,31306
1036,12,827,31850
1037,16,723,27358
1038,11,427,15886
1039,16,767,27969
1040,12,527,20655
1041,17,593,21989
1042,18,576,22552
1043,16,570,21576
1044,13,402,15059
1045,11,526,20344
1046,13,394,14327
1047,13,512,18478
1048,13,558,20837
1049,11,672,25923
1050,14,588,21405
1051,14,695,26331
1052,14,416,15498
1053,15,935,35909
1054,14,403,15735
1055,13,388,14421
1056,18,442,16767
1057,11,418,15877
1058,16,612,23263
1059,18,978,35665
1060,14,748,28606
1061,13,312,12027
1062,12,336,11836
1063,13,377,14273
1064,15,468,18353
1065,14,372,13113
1066,23,524,20831
1067,14,831,31546
1068,12,568,20363
1069,13,625,23278
1070,11,478,17219
1071,14,415,16083
1072,15,634,24939
1073,16,695,25961
1074,11,380,14139
1075,16,671,24433
1076,21,584,22308
1077,12,503,19774
1078,14,494,19237
1079,14,514,17829
1080,12,479,18170
1081,15,367,12632
1082,13,623,24147
1083,22,474,16023
1084,14,680,26789
1085,14,322,12200
1086,15,556,21031
1087,11,638,23727
1088,16,385,13326
1089,15,419,15716
1090,14,655,25290
1091,11,585,22306
1092,15,382,14555
1093,15,592,21855
1094,12,897,33851
1095,16,498,17331
1096,16,475,19381
1097,13,715,27919
1098,15,365,13349
1099,14,748,28474
1100,12,352,13523
1101,13,399,15879
1102,12,640,24800
1103,12,499,20082
1104,11,452,17826
1105,17,592,22850
1106,11,661,25651
1107,18,467,16802
1108,11,680,26745
1109,16,457,17414
1110,12,392,14356
1111,11,570,21547
1112,11,456,16168
1113,11,288,10562
1114,15,398,13194
1115,13,455,17330
1116,15,507,19973
1117,17,428,16669
1118,14,491,17961
1119,14,628,23326
1120,11,721,26170
1121,10,549,20066
1122,12,354,13193
1123,10,666,24440
1124,12,459,17007
1125,10,554,20417
1126,12,408,14870
1127,12,527,19472
1128,14,594,23633
1129,15,509,19560
1130,15,456,18532
1131,12,510,18757
1132,11,322,12573
1133,17,543,20390
1134,13,447,17151
1135,14,384,13670
1136,13,689,25507
1137,12,579,21615
1138,10,428,15818
1139,17,494,20467
1140,18,587,21591
1141,11,490,18197
1142,12,601,21198
1143,15,485,16959
1144,15,744,29994
1145,12,493,18891
1146,14,505,19823
1147,11,610,22988
1148,12,427,16720
1149,16,330,12263
1150,12,581,21402
1151,17,438,16217
1152,16,640,24857
1153,11,597,22298
1154,12,326,13443
1155,11,682,24940
1156,15,723,27953
1157,15,391,16140
1158,13,508,19555
1159,16,473,17877
1160,12,909,34604
1161,14,412,14333
1162,16,641,24910
1163,12,683,25577
1164,15,412,16720
1165,11,652,24169
1166,18,654,25726
1167,11,469,18043
1168,11,566,21839
1169,14,540,21461
1170,17,617,24137
1171,13,335,11628
1172,14,754,29879
1173,11,503,18984
1174,13,407,14522
1175,12,618,24438
1176,17,801,32045
1177,15,391,15108
1178,12,533,20242
1179,12,331,12504
1180,17,588,22287
1181,16,459,16267
1182,15,505,17809
1183,11,514,20312
1184,11,418,14969
1185,12,360,15375
1186,10,505,18052
1187,13,816,31634
1188,11,339,12306
1189,12,678,26546
1190,15,498,18428
1191,10,559,20351
1192,12,639,25423
1193,13,372,12869
1194,11,506,19319
1195,13,278,9896
1196,14,478,17622
1197,12,382,15764
1198,20,523,18894
1199,13,640,25111
1200,12,401,15404
1201,12,411,16152
1202,11,594,22501
1203,16,411,15279
1204,11,335,12496
1205,12,429,16908
1206,13,558,21311
1207,15,389,13095
1208,15,543,20495
1209,10,261,10187
1210,14,625,24217
1211,11,360,14291
1212,16,483,16616
1213,11,573,20301
1214,13,325,11679
1215,12,482,17983
1216,12,372,13972
1217,11,408,15411
1218,11,743,29400
1219,13,266,10203
1220,15,356,14172
1221,15,490,19638
1222,13,503,18845
1223,11,602,23092
1224,13,296,11122
1225,13,351,12165
1226,12,445,17207
1227,16,387,15106
1228,13,442,16315
1229,13,428,15892
1230,13,617,23891
1231,12,491,17292
1232,13,646,23583
1233,13,462,18302
1234,14,512,18716
1235,13,468,17586
1236,13,669,25275
1237,12,562,20793
1238,12,364,14296
1239,11,536,21447
1240,11,443,16863
1241,12,277,10626
1242,17,534,20035
1243,12,658,25049
1244,12,544,19950
1245,10,201,7965
1246,12,557,21803
1247,18,1109,42324
1248,12,484,18695
1249,12,329,11855
1250,13,624,23777
1251,14,704,25892
1252,12,274,11213
1253,16,437,15473
1254,11,550,21003
1255,12,580,20697
1256,13,528,19400
1257,11,462,16517
1258,13,486,18393
1259,12,504,17783
1260,10,509,21332
1261,11,567,21242
1262,12,527,20117
1263,12,294,11146
1264,10,646,26340
1265,12,776,29888
1266,13,415,15005
1267,13,442,17390
1268,15,544,20649
1269,13,546,20655
1270,12,538,20304
1271,12,573,21266
1272,12,381,14082
1273,12,503,19195
1274,16,493,17902
1275,11,535,21570
1276,12,520,18921
1277,12,481,16672
1278,14,512,19174
1279,11,348,13517
1280,11,409,15250
1281,11,468,16547
1282,13,787,30025
1283,13,637,24002
1284,10,295,11184
1285,13,681,24385
1286,13,500,20105
1287,16,537,20244
1288,12,438,16492
1289,12,534,19481
1290,12,334,12690
1291,12,423,15549
1292,12,569,22223
1293,13,541,21367
1294,13,569,23678
1295,11,540,20639
1296,10,540,20560
1297,12,449,16600
1298,14,324,12154
1299,12,326,10957
1300,10,534,19664
1301,13,577,22987
1302,12,308,11326
1303,14,283,10108
1304,12,316,11725
1305,11,413,15469
1306,13,456,17765
1307,13,386,14257
1308,14,459,18738
1309,12,466,17343
1310,13,264,9487
1311,13,686,25824
1312,14,315,11770
1313,15,434,16214
1314,12,503,18602
1315,10,374,13729
1316,13,553,20679
1317,11,382,14361
1318,15,328,13130
1319,12,256,9487
1320,12,356,13653
1321,12,534,18981
1322,13,319,10989
1323,15,544,20186
1324,13,463,16784
1325,13,728,28767
1326,10,324,11400
1327,12,539,19965
1328,16,510,18750
1329,11,561,22158
1330,13,451,17492
1331,12,566,23064
1332,16,369,14173
1333,14,524,19625
1334,15,554,20531
1335,15,584,21944
1336,11,465,16912
1337,13,452,16873
1338,10,501,18054
1339,13,500,18326
1340,12,426,17331
1341,15,671,25425
1342,10,543,19466
1343,11,582,21956
1344,12,473,17065
1345,14,638,24050
1346,10,289,12101
1347,12,421,15856
1348,11,699,25668
1349,11,361,12281
1350,12,239,9472
1351,15,670,26762
1352,14,355,13531
1353,11,565,21498
1354,11,445,15622
1355,20,552,20187
1356,13,491,18745
1357,13,442,16303
1358,10,504,20194
1359,15,746,28368
1360,13,299,11420
1361,11,461,17257
1362,13,595,22964
1363,11,303,10911
1364,11,475,16803
1365,15,642,26247
1366,12,589,19958
1367,10,388,13860
1368,15,584,22575
1369,13,408,15925
1370,10,647,23786
1371,12,531,20605
1372,12,586,22467
1373,14,453,15870
1374,13,1018,37933
1375,14,614,21952
1376,13,698,27016
1377,12,340,11712
1378,13,467,18387
1379,11,696,25115
1380,11,580,22644
1381,12,557,21223
1382,12,408,15072
1383,13,466,17747
1384,12,580,22114
1385,12,557,21157
1386,10,578,20936
1387,12,439,17836
1388,10,276,10984
1389,12,504,18232
1390,12,289,9986
1391,11,374,13323
1392,12,376,14139
1393,12,274,9588
1394,12,608,23180
1395,11,279,11329
1396,13,499,18425
1397,12,408,15055
1398,12,522,18621
1399,10,663,26808
1400,14,457,17086
1401,12,577,20786
1402,11,859,31733
1403,11,390,13808
1404,11,501,17884
1405,12,419,15361
1406,11,557,21368
1407,12,398,14220
1408,13,385,15782
1409,13,481,17673
1410,10,369,14516
1411,13,397,14230
1412,12,362,13578
1413,12,341,12746
1414,11,540,20731
1415,10,570,22496
1416,11,368,12602
1417,13,508,19596
1418,14,247,10226
1419,13,593,22119
1420,14,367,14420
1421,14,554,20439
1422,13,351,13319
1423,12,516,19763
1424,11,519,18780
1425,12,259,9613
1426,11,601,22763
1427,12,283,10423
1428,12,340,13273
1429,13,851,32284
1430,11,506,17526
1431,11,359,13620
1432,11,662,25063
1433,11,670,26573
1434,11,503,18499
1435,11,402,14794
1436,10,400,15511
1437,18,496,18098
1438,14,427,15387
1439,15,307,11365
1440,12,549,20395
1441,17,509,18370
1442,14,414,15800
1443,11,515,18680
1444,13,368,14819
1445,12,546,19372
1446,10,232,7178
1447,11,844,31620
1448,14,473,17623
1449,11,637,24608
1450,10,278,9613
1451,11,467,16624
1452,10,300,10756
1453,12,489,19202
1454,11,302,10212
1455,13,462,17297
1456,11,550,20804
1457,11,414,15422
1458,11,418,15153
1459,11,460,16312
1460,14,356,15132
