Node,SIR
191,0.029
192,0.338
193,0.135
194,0.343
195,0.291
196,0.288
197,0.223
198,0.223
199,0.128
200,0.279
201,0.079
202,0.339
203,0.334
204,0.248
205,0.066
206,0.136
207,0.11
208,0.174
209,0.281
210,0.341
211,0.1
212,0.09
213,0.082
214,0.165
215,0.165
216,0.289
217,0.109
218,0.113
219,0.176
220,0.315
221,0.127
222,0.217
223,0.253
224,0.257
225,0.169
226,0.252
227,0.291
228,0.234
229,0.213
230,0.089
231,0.128
232,0.262
233,0.249
234,0.099
235,0.148
236,0.343
237,0.343
238,0.299
239,0.242
240,0.238
241,0.264
242,0.202
243,0.343
244,0.342
245,0.296
246,0.315
247,0.195
248,0.179
249,0.23
250,0.331
251,0.326
252,0.32
253,0.328
254,0.333
255,0.281
256,0.298
257,0.292
258,0.28
259,0.339
260,0.333
261,0.325
262,0.342
263,0.256
264,0.242
265,0.107
266,0.135
267,0.185
268,0.052
269,0.316
270,0.069
271,0.038
272,0.33
273,0.337
274,0.323
275,0.325
276,0.306
277,0.335
278,0.336
279,0.11
280,0.268
281,0.125
282,0.111
283,0.103
284,0.145
285,0.127
286,0.141
287,0.155
288,0.093
289,0.176
290,0.253
291,0.233
292,0.271
293,0.121
294,0.296
295,0.343
296,0.292
297,0.29
298,0.27
299,0.262
300,0.196
301,0.127
302,0.333
303,0.117
304,0.223
305,0.151
306,0.127
307,0.143
308,0.169
309,0.144
310,0.15
311,0.087
312,0.342
313,0.29
314,0.028
315,0.328
316,0.039
317,0.293
318,0.176
319,0.255
320,0.279
321,0.286
322,0.309
323,0.313
324,0.291
325,0.164
326,0.286
327,0.17
328,0.216
329,0.322
330,0.343
331,0.177
332,0.283
333,0.079
334,0.256
335,0.181
336,0.138
337,0.145
338,0.141
339,0.145
340,0.114
341,0.137
342,0.179
343,0.208
344,0.297
345,0.34
346,0.343
347,0.341
348,0.343
349,0.121
350,0.323
351,0.333
352,0.11
353,0.199
354,0.063
355,0.341
356,0.256
357,0.31
358,0.323
359,0.302
360,0.137
361,0.219
362,0.158
363,0.038
364,0.067
365,0.074
366,0.039
367,0.206
368,0.069
369,0.094
370,0.315
371,0.224
372,0.335
373,0.275
374,0.34
375,0.326
376,0.318
377,0.331
378,0.288
379,0.323
380,0.242
381,0.256
382,0.339
383,0.313
384,0.33
385,0.195
386,0.308
387,0.215
388,0.127
389,0.296
390,0.257
391,0.288
392,0.0
393,0.0
394,0.189
395,0.163
396,0.251
397,0.09
398,0.045
399,0.17
400,0.097
401,0.254
402,0.22
403,0.19
404,0.091
405,0.127
406,0.069
407,0.09
408,0.004
409,0.151
410,0.155
411,0.042
412,0.076
413,0.062
414,0.328
415,0.039
416,0.158
417,0.315
418,0.296
419,0.292
420,0.165
421,0.121
422,0.121
423,0.066
424,0.067
425,0.13
426,0.087
427,0.096
428,0.218
429,0.21
430,0.203
431,0.11
432,0.108
433,0.165
434,0.125
435,0.183
436,0.224
437,0.341
438,0.342
439,0.044
440,0.227
441,0.099
442,0.175
443,0.142
444,0.193
445,0.323
446,0.144
447,0.049
448,0.143
449,0.004
450,0.082
451,0.18
452,0.25
453,0.259
454,0.056
455,0.33
456,0.206
457,0.344
458,0.3
459,0.342
460,0.172
461,0.2
462,0.109
463,0.291
464,0.339
465,0.343
466,0.336
467,0.236
468,0.216
469,0.256
470,0.266
471,0.275
472,0.158
473,0.325
474,0.271
475,0.276
476,0.288
477,0.021
478,0.301
479,0.008
480,0.029
481,0.149
482,0.344
483,0.338
484,0.167
485,0.062
486,0.044
487,0.311
488,0.086
489,0.271
490,0.339
491,0.334
492,0.341
493,0.343
494,0.339
495,0.342
496,0.337
497,0.341
498,0.234
499,0.249
500,0.252
501,0.312
502,0.275
503,0.299
504,0.3
505,0.307
506,0.342
507,0.344
508,0.34
509,0.332
510,0.337
511,0.319
512,0.111
513,0.117
514,0.325
515,0.229
516,0.121
517,0.265
518,0.246
519,0.254
520,0.297
521,0.09
522,0.309
523,0.056
524,0.233
525,0.191
526,0.248
527,0.141
528,0.096
529,0.09
530,0.079
531,0.062
532,0.212
533,0.198
534,0.265
535,0.336
536,0.336
537,0.333
538,0.329
539,0.304
540,0.29
541,0.316
542,0.186
543,0.13
544,0.076
545,0.093
546,0.056
547,0.063
548,0.073
549,0.252
550,0.33
551,0.338
552,0.131
553,0.329
554,0.1
555,0.24
556,0.325
557,0.223
558,0.318
559,0.202
560,0.257
561,0.337
562,0.304
563,0.245
564,0.317
565,0.278
566,0.254
567,0.315
568,0.011
569,0.062
570,0.16
571,0.294
572,0.282
573,0.288
574,0.271
575,0.175
576,0.343
577,0.281
578,0.332
579,0.286
580,0.314
581,0.322
582,0.052
583,0.055
584,0.069
585,0.188
586,0.216
587,0.259
588,0.028
589,0.193
590,0.159
591,0.21
592,0.322
593,0.272
594,0.182
595,0.183
596,0.176
597,0.173
598,0.17
599,0.2
600,0.203
601,0.209
602,0.168
603,0.075
604,0.113
605,0.314
606,0.254
607,0.126
608,0.188
609,0.194
610,0.038
611,0.096
612,0.25
613,0.236
614,0.209
615,0.134
616,0.287
617,0.23
618,0.07
619,0.055
620,0.332
621,0.185
622,0.289
623,0.291
624,0.177
625,0.219
626,0.206
627,0.076
628,0.275
629,0.175
630,0.305
631,0.22
632,0.213
633,0.216
634,0.203
635,0.308
636,0.213
637,0.014
638,0.112
639,0.021
640,0.028
641,0.302
642,0.127
643,0.315
644,0.049
645,0.025
646,0.008
647,0.098
648,0.341
649,0.308
650,0.336
651,0.266
652,0.065
653,0.292
654,0.239
655,0.278
656,0.109
657,0.27
658,0.21
659,0.208
660,0.152
661,0.164
662,0.114
663,0.287
664,0.27
665,0.158
666,0.267
667,0.285
668,0.274
669,0.051
670,0.025
671,0.052
672,0.072
673,0.11
674,0.18
675,0.147
676,0.206
677,0.069
678,0.011
679,0.12
680,0.344
681,0.281
682,0.229
683,0.214
684,0.145
685,0.227
686,0.309
687,0.162
688,0.173
689,0.281
690,0.317
691,0.291
692,0.311
693,0.315
694,0.294
695,0.279
696,0.178
697,0.323
698,0.334
699,0.314
700,0.329
701,0.093
702,0.066
703,0.042
704,0.055
705,0.052
706,0.114
707,0.043
708,0.14
709,0.126
710,0.338
711,0.185
712,0.042
713,0.027
714,0.307
715,0.323
716,0.319
717,0.318
718,0.313
719,0.301
720,0.307
721,0.307
722,0.301
723,0.237
724,0.329
725,0.337
726,0.339
727,0.27
728,0.231
729,0.324
730,0.306
731,0.024
732,0.277
733,0.147
734,0.148
735,0.156
736,0.23
737,0.258
738,0.255
739,0.328
740,0.304
741,0.232
742,0.149
743,0.001
744,0.001
745,0.001
746,0.096
747,0.16
748,0.316
749,0.241
750,0.275
751,0.202
752,0.173
753,0.222
754,0.192
755,0.167
756,0.107
757,0.045
758,0.048
759,0.138
760,0.324
761,0.237
762,0.276
763,0.131
764,0.147
765,0.123
766,0.171
767,0.133
768,0.096
769,0.09
770,0.0
771,0.049
772,0.328
773,0.206
774,0.212
775,0.253
776,0.216
777,0.053
778,0.247
779,0.135
780,0.031
781,0.304
782,0.21
783,0.004
784,0.001
785,0.076
786,0.196
787,0.308
788,0.297
789,0.316
790,0.268
791,0.223
792,0.215
793,0.226
794,0.209
795,0.291
796,0.233
797,0.297
798,0.085
799,0.222
800,0.233
801,0.237
802,0.26
803,0.19
804,0.232
805,0.234
806,0.236
807,0.231
808,0.248
809,0.258
810,0.208
811,0.229
812,0.229
813,0.236
814,0.244
815,0.107
816,0.115
817,0.032
818,0.177
819,0.217
820,0.185
821,0.192
822,0.121
823,0.175
824,0.193
825,0.065
826,0.159
827,0.315
828,0.004
829,0.007
830,0.278
831,0.256
832,0.274
833,0.077
834,0.254
835,0.083
836,0.148
837,0.126
838,0.107
839,0.148
840,0.304
841,0.1
842,0.096
843,0.25
844,0.179
845,0.12
846,0.157
847,0.178
848,0.193
849,0.23
850,0.18
851,0.162
852,0.178
853,0.196
854,0.039
855,0.11
856,0.034
857,0.011
858,0.014
859,0.144
860,0.017
861,0.011
862,0.104
863,0.128
864,0.11
865,0.223
866,0.049
867,0.107
868,0.001
869,0.005
870,0.004
871,0.001
872,0.001
873,0.035
874,0.138
875,0.154
876,0.021
877,0.017
878,0.213
879,0.061
880,0.162
881,0.201
882,0.261
883,0.141
884,0.056
885,0.011
886,0.028
887,0.343
888,0.288
889,0.278
890,0.226
891,0.218
892,0.084
893,0.021
894,0.28
895,0.148
896,0.189
897,0.041
898,0.052
899,0.147
900,0.042
901,0.052
902,0.217
903,0.144
904,0.124
905,0.083
906,0.155
907,0.158
908,0.298
909,0.202
910,0.312
911,0.301
912,0.153
913,0.136
914,0.141
915,0.172
916,0.139
917,0.155
918,0.113
919,0.257
920,0.06
921,0.144
922,0.065
923,0.007
924,0.203
925,0.082
926,0.238
927,0.223
928,0.24
929,0.302
930,0.275
931,0.257
932,0.079
933,0.181
934,0.056
935,0.1
936,0.083
937,0.123
938,0.082
939,0.216
940,0.255
941,0.291
942,0.007
943,0.011
944,0.063
945,0.028
946,0.008
947,0.034
948,0.011
949,0.065
950,0.018
951,0.001
952,0.301
953,0.114
954,0.184
955,0.145
956,0.223
957,0.049
958,0.028
959,0.001
960,0.004
961,0.011
962,0.084
963,0.094
964,0.237
965,0.076
966,0.025
